2026-03-09 22:42:06.664 [pool-4-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14231, shortCode=2q257pd9QDm, longUrl=https://www.load-test--1773067326649-922.com, urlHash=ea7ecf0df4c7d4c6643349e4a539a433, status=1, expireTime=2026-03-16T22:42:06.649297400, createTime=2026-03-09T22:42:06.658289200, updateTime=2026-03-09T22:42:06.658289200)
2026-03-09 22:42:07.520 [pool-4-thread-8] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.521 [pool-4-thread-7] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.521 [pool-4-thread-45] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.522 [pool-4-thread-46] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.522 [pool-4-thread-44] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.522 [pool-4-thread-38] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.522 [pool-4-thread-21] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.522 [pool-4-thread-43] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.522 [pool-4-thread-1] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.522 [pool-4-thread-10] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.523 [pool-4-thread-49] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.523 [pool-4-thread-15] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.523 [pool-4-thread-35] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.523 [pool-4-thread-16] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.523 [pool-4-thread-26] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.523 [pool-4-thread-27] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.523 [pool-4-thread-11] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.523 [pool-4-thread-24] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.523 [pool-4-thread-36] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.523 [pool-4-thread-22] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.523 [pool-4-thread-34] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.525 [pool-4-thread-31] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.525 [pool-4-thread-23] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.525 [pool-4-thread-19] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.525 [pool-4-thread-39] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.525 [pool-4-thread-2] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.525 [pool-4-thread-12] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.525 [pool-4-thread-13] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.525 [pool-4-thread-20] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.525 [pool-4-thread-50] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.525 [pool-4-thread-6] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.526 [pool-4-thread-37] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.526 [pool-4-thread-48] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.526 [pool-4-thread-30] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.526 [pool-4-thread-3] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.526 [pool-4-thread-14] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.527 [pool-4-thread-40] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.527 [pool-4-thread-18] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.527 [pool-4-thread-25] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.527 [pool-4-thread-41] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.527 [pool-4-thread-33] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.527 [pool-4-thread-47] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.528 [pool-4-thread-42] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.528 [pool-4-thread-28] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.528 [pool-4-thread-5] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.528 [pool-4-thread-8] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.528 [pool-4-thread-4] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.528 [pool-4-thread-17] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.528 [pool-4-thread-9] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.528 [pool-4-thread-32] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.529 [pool-4-thread-45] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.529 [pool-4-thread-38] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.529 [pool-4-thread-43] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.529 [pool-4-thread-7] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.529 [pool-4-thread-44] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.529 [pool-4-thread-21] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.529 [pool-4-thread-24] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.529 [pool-4-thread-10] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.529 [pool-4-thread-29] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.530 [pool-4-thread-16] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.531 [pool-4-thread-1] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.531 [pool-4-thread-15] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.531 [pool-4-thread-46] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.531 [pool-4-thread-22] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.531 [pool-4-thread-26] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.531 [pool-4-thread-49] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.531 [pool-4-thread-35] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.531 [pool-4-thread-34] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.532 [pool-4-thread-11] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.532 [pool-4-thread-36] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.532 [pool-4-thread-20] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.532 [pool-4-thread-2] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.532 [pool-4-thread-6] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.532 [pool-4-thread-39] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.532 [pool-4-thread-31] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.532 [pool-4-thread-27] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.532 [pool-4-thread-13] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.533 [pool-4-thread-50] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.533 [pool-4-thread-23] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.533 [pool-4-thread-12] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.534 [pool-4-thread-19] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.534 [pool-4-thread-28] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.534 [pool-4-thread-3] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.534 [pool-4-thread-48] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.534 [pool-4-thread-14] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.534 [pool-4-thread-30] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.534 [pool-4-thread-37] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.534 [pool-4-thread-40] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-9] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-18] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-25] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-41] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-8] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-5] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-33] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-4] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-32] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-29] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-17] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-47] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.535 [pool-4-thread-42] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-44] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-24] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-7] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-21] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-38] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-10] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-45] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-43] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-35] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-16] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-49] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-1] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.536 [pool-4-thread-15] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.537 [pool-4-thread-22] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z50hZa8, longUrl: https://www.example.com/redirect-medium-test
2026-03-09 22:42:07.544 [main] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：ShortLinkPo(id=7947, shortCode=2q23Z6o0QrC, longUrl=https://www.example.com/redirect-high-test, urlHash=55f8ed728411c575a78471bf5e89cf93, status=1, expireTime=2026-03-16T22:26:15, createTime=2026-03-09T22:26:15, updateTime=2026-03-09T22:26:15)
2026-03-09 22:42:07.547 [pool-4-thread-20] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.547 [pool-4-thread-37] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.547 [pool-4-thread-12] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.547 [pool-4-thread-46] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.547 [pool-4-thread-28] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.547 [pool-4-thread-36] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.547 [pool-4-thread-40] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.547 [pool-4-thread-27] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.548 [pool-4-thread-14] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.548 [pool-4-thread-30] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.548 [pool-4-thread-3] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.548 [pool-4-thread-13] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.548 [pool-4-thread-6] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.548 [pool-4-thread-31] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.548 [pool-4-thread-23] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.548 [pool-4-thread-34] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.548 [pool-4-thread-39] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
2026-03-09 22:42:07.548 [pool-4-thread-48] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2q23Z6o0QrC, longUrl: https://www.example.com/redirect-high-test
